"","X","respondent_id","collector_id","start_date","end_date","prolific_id","allocated_wild_300","allocated_uk_300","allocated_develop_300","treatment","letter","sympath_1","sympath_2","donation","donation_explain","allocation_100","behavioural_1","behavioural_2","behavioural_3","behavioural_4","behavioural_5","sufficiency_1","sufficiency_2","sufficiency_3","social_norm_1","social_norm_2","social_norm_donation","efficacy","ego_1","ego_2","finance_secure_1","finance_secure_2","finance_secure_3","finance_secure_4","experience_1","experience_2","experience_3","climate_change_1","climate_change_2","climate_change_3","flood_1","flood_2","flood_3","connect_1","connect_2","connect_3","connect_4","connect_5","connect_6","gender","age","ethnicity","other_ethn","education","postcode","MD_index","nudge","message_framing"
"551",561,11527243778,257594245,"04/22/2020 02:05:16 PM","04/22/2020 02:21:47 PM","5dcdeac32357c40a03f4b0b5",0.333333333333333,0.166666666666667,0.5,"es-local","C",18,20,25,"I believe this project helps the conservation of the specific area, some of the most vulnerable people in the world and also the global environment.",1,20,18,18,20,12,17,"I am aware that there are particularly widespread problems with both poverty and habitat destruction in Eastern Africa. I am also aware that the destruction of forest in one part of the world has an impact globally.","My concern would be possible corruption - how could I be confident that my donation would be used for the intended purpose. Perhaps mentioning a specific location or the country / countries where the restoration is taking place would enable me to research online how transparent authorities are there.",19,16,25,20,0,5,3,8,0,6,15,20,20,0,2,20,0,0,1,3,5,7,7,7,7,"Male",39.5,"White or Caucasian","0","Undergraduate degree","NE26 2ET",5,"absent","es-local"
"552",562,11527243683,257594245,"04/22/2020 02:05:26 PM","04/22/2020 02:16:07 PM","5cc33ef505a3f100010495c2",0.166666666666667,0.666666666666667,0.166666666666667,"biodiversity_nudge","B",13,16,0,"I never give money to charities.",0.25,5,4,3,15,3,18,"none","none",19,18,10,1,18,18,3,17,0,18,0,13,10,2,6,6,0,0,0,1,3,1,2,3,3,"Female",69.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","EN2 0LR",6,"present","biodiversity"
"553",563,11527243467,257594245,"04/22/2020 02:05:34 PM","04/22/2020 02:10:14 PM","54762f9efdf99b05557e04be",0,1,0,"biodiversity","A",3,10,0,"I think other causes are more important to me now.",0,2,0,0,15,0,5,"none","none",10,5,10,7,6,11,16,20,12,20,0,13,13,3,3,3,0,0,0,2,6,6,7,5,5,"Female",49.5,"White or Caucasian","0","Higher degree","GU22 7JN",10,"absent","biodiversity"
"554",564,11527243149,257594245,"04/22/2020 02:05:13 PM","04/22/2020 02:14:26 PM","5a8b59ccf49c9a0001f3b3c0",0.333333333333333,0.166666666666667,0.5,"biodiversity","A",12,19,0,"I'd want to know how they were going to protect the trees from illegal loggers and the animals from poachers",0,15,10,6,20,12,0,"I'm aware of illegal loggers and poachers who just come and take the resources, killing anybody who tries to stop them","How are they going to do this...are they going to buy the land and how are they going to protect it",13,12,10,6,10,20,12,12,0,20,12,12,6,1,8,7,0,0,0,6,5,5,7,5,5,"Female",59.5,"White or Caucasian","0","Undergraduate degree","BH4 8JW",7,"absent","biodiversity"
"555",565,11527243082,257594245,"04/22/2020 02:05:26 PM","04/22/2020 02:21:03 PM","5c768428ffaec400166c093d",0.333333333333333,0.333333333333333,0.333333333333333,"es-global_nudge","F",15,15,30,"Feel I need to help secure the planets future",0.3,16,7,11,9,12,11,"none","Exactly how the funds would be used",12,11,10,7,5,9,5,16,2,16,14,16,16,0,5,1,0,0,0,6,5,5,7,5,5,"Female",49.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","MK13 0BH",5,"present","es-global"
"556",566,11527242870,257594245,"04/22/2020 02:04:04 PM","04/22/2020 02:28:46 PM","5e3d33b27525e7117bd31778",0.333333333333333,0.666666666666667,0,"biodiversity_nudge","B",4,15,0,"I'm never certain that charity appeals of this nature will receive all the funds donated which puts me off from donating. I also feel that the rainforests should be dealt with collectively by the all the Governments on the planet as it's such an important issue.",0,15,10,0,20,0,20,"I knew that most of the African rainforests were based in the centre of the country with only a small amount to the East of Africa so I knew conservation in this area would only be a tiny part of the whole issue in Africa.","I think I would have liked to know if it was being organised by a larger worldwide charity as that validates the cause and would make me feel safer about donating adhoc to this. ",15,10,10,9,10,20,15,15,5,20,0,5,10,10,10,0,0,0,0,5,5,5,7,7,7,"Female",49.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","DA16 3QG",7,"present","biodiversity"
"557",567,11527242824,257594245,"04/22/2020 02:05:20 PM","04/22/2020 02:18:41 PM","5c732418e45ff10001404bc6",0.333333333333333,0.333333333333333,0.333333333333333,"es-global","E",20,20,25,"Because reducing carbon footprint and restoration of rainforests is a vital need for the future of our planet",0.25,20,7,15,20,13,14,"none","How big the charity is, the name of the charity",16,14,3,13,7,20,12,7,7,14,0,13,16,0,0,0,0,0,0,6,5,4,5,6,6,"Male",21,"White or Caucasian","0","A-level or equivalent including vocational equivalents","NG7 2EB",7,"absent","es-global"
"558",568,11527242799,257594245,"04/22/2020 02:04:45 PM","04/22/2020 02:12:02 PM","5e2e0465f836103f456a020b",0,1,0,"biodiversity_nudge","B",10,12,0,"not sure it is a legitimate charity ",0,10,2,2,19,1,1,"none","The actual charity name.  The registered charity number.   Anyway to contact.",6,5,5,7,9,13,1,2,0,1,3,12,16,3,8,3,1,0,0,7,5,6,7,5,6,"Female",39.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","BD18 4BT",3,"present","biodiversity"
"559",569,11527242717,257594245,"04/22/2020 02:04:43 PM","04/22/2020 02:14:29 PM","5c5f61170a2a3c000123dc45",0.166666666666667,0.5,0.333333333333333,"biodiversity_nudge","B",12,16,5,"Good cause but one of many",0.05,10,0,0,18,5,10,"None","Examples of the other species mentioned ",10,10,5,8,5,9,5,18,5,20,0,17,14,12,8,0,1,2,0,3,2,4,5,4,4,"Female",49.5,"White or Caucasian","0","Undergraduate degree","LA6 2QT",6,"present","biodiversity"
"560",570,11527242544,257594245,"04/22/2020 02:04:32 PM","04/22/2020 02:16:23 PM","5c64222ad8b59e00018c032e",0.333333333333333,0.333333333333333,0.333333333333333,"biodiversity_nudge","B",10,10,0,"i am not rich",0,8,7,11,12,9,10,"none","none",11,9,5,6,10,10,11,10,10,6,12,13,11,10,8,13,4,4,4,4,6,6,4,6,4,"Male",39.5,"White or Caucasian","0","Undergraduate degree","E17 6PT",5,"present","biodiversity"
"561",571,11527242531,257594245,"04/22/2020 02:02:50 PM","04/22/2020 02:11:33 PM","5e8f3628d4c5d50747900fed",0.333333333333333,0.666666666666667,0,"es-global_nudge","F",15,20,0,"I don't have any spare income at this time, and if I did, I wouldnt want to give whatever I could spare to a charity that doesnt directly affect me or where I live.",0.1,15,0,0,5,0,16,"I used exisiting knowledge of whats happening in the worlds dwindling rainforests to get a bigger picture of the problem.","Exactly 'how' they are restoring the rainforest?",17,12,0,5,4,7,0,3,12,3,0,17,5,2,1,2,0,0,0,6,2,4,7,2,3,"Male",39.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","MK41 9SP",4,"present","es-global"
"562",572,11527242469,257594245,"04/22/2020 02:04:48 PM","04/22/2020 02:13:32 PM","5a9e9fc46219a30001f54994",0.333333333333333,0.333333333333333,0.333333333333333,"es-local","C",10,20,50,"it sounds like a very worthy cause ",0.5,18,18,10,19,10,19,"none","none",20,10,10,10,0,1,20,19,10,20,10,20,20,1,0,0,0,0,0,1,5,6,6,6,4,"Male",59.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","BT19 6UZ",9,"absent","es-local"
"563",573,11527242119,257594245,"04/22/2020 02:04:50 PM","04/22/2020 02:13:06 PM","5a5d1194acc75b00017a7b8f",0.25,0.5,0.25,"es-global","E",15,14,20,"Its important to help other parts of the world and the rainforest is something which benefits us all",0.25,16,13,14,13,14,10,"I know the importance of rainforests and the part they lay in local and global environmental matters","none",16,14,10,10,10,5,4,8,0,8,20,20,20,2,1,2,0,0,0,4,6,2,5,6,6,"Male",39.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","L9 0JS",2,"absent","es-global"
"564",574,11527241959,257594245,"04/22/2020 02:05:06 PM","04/22/2020 02:24:38 PM","5d5988df44609300192e3521",0.366666666666667,0.266666666666667,0.366666666666667,"es-local","C",17,20,5,"I'm vegan and an environmentalist",0.5,20,9,18,19,15,14,"I know the rainforest is being deforested at an unsustainable rate.","Give numbers on animal deaths.",17,12,2,8,6,7,20,20,10,10,5,16,18,0,5,0,0,0,0,5,7,6,5,5,6,"Male",29.5,"White or Caucasian","0","Undergraduate degree","EN3 6QF",4,"absent","es-local"
"565",575,11527241867,257594245,"04/22/2020 02:04:40 PM","04/22/2020 02:13:06 PM","5bdf1e8605ba8e0001965241",0.333333333333333,0.333333333333333,0.333333333333333,"es-global_nudge","F",12,20,20,"It is a worthy cause  ",0.25,0,0,0,20,0,10,"no","whether it is a legally registered charity",10,10,5,10,10,20,7,13,0,5,0,12,10,0,0,0,0,0,0,6,2,4,6,6,4,"Female",59.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","CM14 5LR",7,"present","es-global"
"566",576,11527241573,257594245,"04/22/2020 02:04:40 PM","04/22/2020 02:22:23 PM","5bd976646210bd0001ba6a38",0.1,0.833333333333333,0.0666666666666667,"es-global","E",13,15,5,"it benefits the uk  ",0.05,5,0,3,9,1,14,"none","none",13,10,10,11,3,7,13,16,5,16,0,13,12,5,11,4,0,0,0,2,6,3,6,3,4,"Female",39.5,"White or Caucasian","0","Higher degree","CT10 1NR",7,"absent","es-global"
"567",577,11527241558,257594245,"04/22/2020 02:04:39 PM","04/22/2020 02:17:13 PM","5e8c65905489310197d1d706",0.166666666666667,0.666666666666667,0.166666666666667,"es-global_nudge","F",15,13,30,"beacouse it does two things i like helps protect the rainfarest and helps the uk",0.4,13,10,10,12,8,11,"none","particuler information on what they are doing to help the locals ",12,11,10,10,1,2,7,5,5,8,0,17,15,3,10,8,0,0,0,3,6,4,5,2,3,"Male",29.5,"White or Caucasian","0","Undergraduate degree","L25 2NT",1,"present","es-global"
"568",578,11527241462,257594245,"04/22/2020 02:04:58 PM","04/22/2020 02:11:39 PM","5b12f9d81e55760001b9f397",0.333333333333333,0.333333333333333,0.333333333333333,"es-local_nudge","D",20,18,50,"As I support protecting wildlife and I belive logging for monetary gains is bad",0.9,20,17,19,12,15,16,"Yes I know that rainforests are extremely prone to loggers ","None",17,19,50,6,6,12,16,16,11,15,4,15,13,7,0,2,0,0,0,6,5,5,5,7,6,"Male",21,"Other (please specify)","Arab","Undergraduate degree","SW2 5DU",5,"present","es-local"
"569",579,11527241415,257594245,"04/22/2020 02:04:45 PM","04/22/2020 02:11:58 PM","5a231333efec480001f29b6a",0.166666666666667,0.666666666666667,0.166666666666667,"es-global_nudge","F",15,17,5,"Love for animals",0.3,5,3,11,14,10,14,"None","None",14,12,3,10,8,9,4,10,5,11,10,20,13,8,6,7,0,0,0,2,6,3,6,2,2,"Male",29.5,"White or Caucasian","0","Higher degree","LS197QZ ",7,"present","es-global"
"570",580,11527241388,257594245,"04/22/2020 02:04:51 PM","04/22/2020 02:10:18 PM","5ad3a3824d061300011b2164",0.0833333333333333,0.833333333333333,0.0833333333333333,"es-global","E",18,20,10,"Even though it seems far away, action to combat global warming affects us all so we all need to contribute. I donated 10 pounds as that is all I would be able to afford ",0.1,17,7,10,20,11,3,"I did use own knowledge about climate change. But I would need to know about the organisation doing this..are they legitimate, is all the money going to be used wisely. Know nothing about the actual charity which would make me wary ","I would need to know credentials of the charity ",17,16,5,14,5,4,7,6,0,8,0,20,20,0,0,0,0,0,0,6,6,4,5,6,6,"Female",39.5,"White or Caucasian","0","Undergraduate degree","TF16PB ",7,"absent","es-global"
"571",581,11527240683,257594245,"04/22/2020 02:04:50 PM","04/22/2020 02:11:49 PM","58daebcf4240e50001190dfd",0.666666666666667,0.166666666666667,0.166666666666667,"biodiversity","A",19,20,10,"It's a good cause",0.5,19,19,16,9,16,19,"None","None",19,15,10,14,1,7,15,20,14,19,16,14,12,2,15,4,0,0,0,5,5,5,5,5,5,"Female",39.5,"White or Caucasian","0","Higher degree","CW9 8UT",10,"absent","biodiversity"
"572",582,11527240655,257594245,"04/22/2020 02:04:04 PM","04/22/2020 02:15:11 PM","5c4499c3d51119000115109a",0.333333333333333,0.333333333333333,0.333333333333333,"es-global_nudge","F",20,20,0,"im on the dole and skint",0.25,18,11,11,15,14,13,"documetaries on tv","none",18,18,5,10,9,8,1,0,0,0,10,14,15,20,20,20,0,0,0,7,6,5,5,5,6,"Male",49.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","SK2 5PR",1,"present","es-global"
"573",583,11527240499,257594245,"04/22/2020 02:04:41 PM","04/22/2020 02:11:15 PM","58f364d67b2e410001c2ed1d",0.333333333333333,0.333333333333333,0.333333333333333,"biodiversity_nudge","B",12,12,3,"Other worthy causes deserve more of my donations",1,2,5,0,10,0,4,"None","Facts and figures e.g. numbers of elephants and monkeys remaining or declining rate",11,11,2,11,9,20,5,18,1,10,11,13,12,0,0,1,0,0,0,6,4,1,3,3,3,"Male",39.5,"White or Caucasian","0","Undergraduate degree","N20 9HS",8,"present","biodiversity"
"574",584,11527240454,257594245,"04/22/2020 02:04:29 PM","04/22/2020 02:11:34 PM","58dd1fdb85527a000101ffaf",0,0.666666666666667,0.333333333333333,"es-local_nudge","D",14,17,0,"The world has more pressing concerns poverty/hunger etc",0,3,0,0,16,0,20,"None","None",16,6,2,0,20,20,20,20,5,20,0,20,7,13,8,8,1,0,0,6,2,5,5,2,5,"Female",59.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","CF5 5HT",1,"present","es-local"
"575",585,11527240385,257594245,"04/22/2020 02:04:35 PM","04/22/2020 02:10:57 PM","55a3e4e6fdf99b6e3e617d33",0.333333333333333,0.333333333333333,0.333333333333333,"biodiversity_nudge","B",15,15,20,"I would be concerned as to how the area will be managed to ensure that logging doesn't continue or is diverted to another part of the forest",0.05,19,11,12,20,10,1,"Yes, there is no information about the project, how logging will be managed, how the restoration will succeed.","As above, evidence as to how it will be managed.",10,10,1,11,7,10,3,12,0,10,1,20,19,0,0,0,0,0,0,7,5,4,6,6,6,"Female",49.5,"White or Caucasian","0","Undergraduate degree","TA1 5PP",10,"present","biodiversity"
"576",586,11527240116,257594245,"04/22/2020 02:04:41 PM","04/22/2020 02:07:55 PM","5aa1f7ba1eda41000136b2f0",0.333333333333333,0.333333333333333,0.333333333333333,"es-global","E",12,20,0,"Lack of information",0.5,20,10,5,15,10,5,"None","statistics",15,11,1,6,5,13,12,16,13,15,20,20,20,4,0,0,0,0,0,5,4,5,5,5,5,"Male",29.5,"Asian or Asian British","0","Undergraduate degree","OL120RQ",1,"absent","es-global"
"577",587,11527240055,257594245,"04/22/2020 02:04:04 PM","04/22/2020 02:26:16 PM","5c377642bc6444000133aae9",0.333333333333333,0.466666666666667,0.2,"es-global","E",20,20,5,"It is a good cause",0.1,15,5,15,10,1,19,"none","none",18,15,2,15,5,8,15,15,5,19,6,20,12,2,6,2,2,0,0,3,6,2,6,4,6,"Male",59.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","S13 9AF",5,"absent","es-global"
"578",588,11527239802,257594245,"04/22/2020 02:04:31 PM","04/22/2020 02:11:58 PM","5cee63d9a7afdc00016f8c2d",0,1,0,"es-local_nudge","D",4,10,0,"not interested In donating to charity outside of UK",0,11,0,10,17,8,11,"none","none",11,7,10,10,10,16,13,14,12,14,7,13,7,8,8,8,0,0,0,6,6,3,5,4,4,"Male",39.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","BS140ND",7,"present","es-local"
"579",589,11527239708,257594245,"04/22/2020 02:04:06 PM","04/22/2020 02:12:15 PM","5d35a20f51d88600197cb092",0.333333333333333,0.333333333333333,0.333333333333333,"es-global","E",17,20,20,"I believe we all need to help with climate change actions ",0.3,20,15,15,15,15,12,"The information I have heard before from television and the internet about climate change.","None",15,11,1,11,5,5,20,20,15,20,0,15,15,0,0,0,0,0,0,6,5,5,5,7,7,"Female",49.5,"White or Caucasian","0","Undergraduate degree","SG8 6HX ",7,"absent","es-global"
"580",590,11527239436,257594245,"04/22/2020 02:04:30 PM","04/22/2020 02:12:46 PM","56f28d3aed0cf6000691111e",1,0,0,"es-local","C",13,13,100,"Rainforest is the lungs of the earth and is needed",0.5,14,0,0,10,0,18,"I knew the rainforest was in danger","none",13,13,5,10,18,18,4,5,6,5,14,14,6,9,12,10,0,0,0,6,6,5,5,5,5,"Female",69.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","SL6 1LE",4,"absent","es-local"
"581",591,11527238919,257594245,"04/22/2020 02:04:21 PM","04/22/2020 02:09:03 PM","5d1ae314339da6001612b037",0.333333333333333,0.5,0.166666666666667,"es-global","E",14,18,20,"Because it will have a positive affect on my future and the future of others including wildlife ",1,20,0,0,20,17,4,"None ","None ",17,10,10,16,4,3,18,16,14,7,16,16,14,4,2,0,4,0,0,5,5,1,5,3,2,"Female",29.5,"Mixed/Multiple ethnic groups","0","Higher degree","PO4 0QX",6,"absent","es-global"
"582",592,11527238715,257594245,"04/22/2020 02:03:26 PM","04/22/2020 02:15:18 PM","5a1bed74517dfb00013dcdc5",0.333333333333333,0.5,0.166666666666667,"es-global","E",12,16,10,"To protect against the global extinction of the African forest elephant and l'hoest monkey.",0.25,17,3,0,20,0,17,"none","none",12,8,10,10,0,0,2,18,0,18,0,19,5,5,5,5,0,0,0,7,5,7,5,5,5,"Female",59.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","PO12 1QD",7,"absent","es-global"
"583",593,11527238694,257594245,"04/22/2020 02:03:33 PM","04/22/2020 02:13:11 PM","572915440802f2000e3f1afe",0.166666666666667,0.766666666666667,0.0666666666666667,"biodiversity","A",13,18,0,"I have limited funds to donate to charities and this is not one of my chosen charities.",0.1,0,0,0,10,0,15,"none","none",15,5,0,10,3,18,10,14,5,20,0,15,14,5,12,5,0,0,0,6,5,6,5,6,6,"Male",59.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","BD22 9LA",7,"absent","biodiversity"
"584",594,11527238390,257594245,"04/22/2020 02:03:48 PM","04/22/2020 02:11:59 PM","5a5a6318ac5624000153e365",0.75,0.166666666666667,0.0833333333333333,"es-local","C",14,16,5,"Want to support wildlife and conservation charities when I can.",0.5,13,15,5,15,3,16,"None","How much of a donation goes to the charity and how much goes on wages and admin",10,7,2,14,5,10,6,9,7,13,4,16,15,1,2,0,1,0,0,7,5,7,7,5,5,"Male",49.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","BT51 3JX ",8,"absent","es-local"
